doc_number,date,publication_type,patent_length,title,abstract,description,claims
09381006,20160705,B2,,Sealing device and delivery system,"The invention relates to a sealing device for repair of cardiac and vascular defects or tissue opening such as a patent foramen ovale (PFO) or shunt in the heart, the vascular system, etc. and particularly provides an occluder device and trans-catheter occluder delivery system. The sealing device would have improved conformity to heart anatomy and be easily deployed, repositioned, and retrieved at the opening site.","Numerous characteristics and advantages have been set forth in the preceding description, including various alternatives together with details of the structure and function of the devices and/or methods. The disclosure is intended as illustrative only and as such is not intended to be exhaustive. It will be evident to those skilled in the art that various modifications may be made, especially in matters of structure, materials, elements, components, shape, size and arrangement of parts including combinations within the principles of the invention, to the full extent indicated by the broad, general meaning of the terms in which the appended claims are expressed. To the extent that these various modifications do not depart from the spirit and scope of the appended claims, they are intended to be encompassed therein.","['1. A medical device, comprising: a plurality of elongate members arranged to define a frame of the medical device, the frame defining a longitudinal axis, wherein first end portions of the plurality of elongate members are wound around the longitudinal axis to define a proximal eyelet near a first longitudinal end of the medical device, wherein second end portions of the plurality of elongate members are wound around the longitudinal axis to define a distal eyelet near a second longitudinal end of the medical device, the frame including a proximal bulb and a distal bulb, wherein the proximal bulb and the distal bulb are each located between the proximal eyelet and the distal eyelet, and wherein the distal bulb includes a plurality of petals; a sealing member that covers at least a portion of the frame of the medical device; and at least one anchor attached to at least one of the petals of the distal bulb, wherein the at least one anchor includes a first leg, a second leg, and a looped end connecting the first leg to the second leg; wherein at least a portion of the first leg being substantially parallel to a portion of the second leg; and wherein the looped end lies in a plane defining angle in the range of about 45 degrees to about 135 degrees relative to the first leg and the second leg.', '2. The medical device of claim 1', '3. The medical device of claim 1', '4. The medical device of claim 1', '5. The medical device of claim 1', '6. The medical device of claim 1', '7. The medical device of claim 1', '8. The medical device of claim 1', '9. The medical device of claim 1', '10. The medical device of claim 1', '11. A medical device, comprising: a plurality of elongate members arranged to define a frame of the medical device, the frame defining a longitudinal axis, wherein first end portions of the plurality of elongate members are wound around the longitudinal axis to define a proximal eyelet near a first longitudinal end of the medical device, wherein second end portions of the plurality of elongate members are wound around the longitudinal axis to define a distal eyelet near a second longitudinal end of the medical device, the frame including a proximal bulb and a distal bulb, wherein the proximal bulb and the distal bulb are each located between the proximal eyelet and the distal eyelet, and wherein the distal bulb includes a plurality of petals; a sealing member that covers at least a portion of the frame of the medical device; and at least one anchor attached to at least one of the petals of the distal bulb, wherein the at least one anchor includes a first leg, a second leg, and a looped end connecting the first leg to the second leg; wherein at least a portion of the first leg being substantially parallel to a portion of the second leg; and wherein the looped end lies in a plane defining an angle in the range of about 75 degrees to about 155 degrees relative to the first leg and the second leg.', '12. The medical device of claim 11', '13. The medical device of claim 11', '14. A medical device, comprising: a plurality of elongate members arranged to define a frame of the medical device, the frame defining a longitudinal axis, wherein first end portions of the plurality of elongate members are wound around the longitudinal axis to define a proximal eyelet near a first longitudinal end of the medical device, wherein second end portions of the plurality of elongate members are wound around the longitudinal axis to define a distal eyelet near a second longitudinal end of the medical device, the frame including a proximal bulb and a distal bulb, wherein the proximal bulb and the distal bulb are each located between the proximal eyelet and the distal eyelet, and wherein the distal bulb includes a plurality of petals; a sealing member that covers at least a portion of the frame of the medical device; and at least one anchor attached to at least one of the petals of the distal bulb, wherein the at least one anchor includes a first leg, a second leg, and a looped end connecting the first leg to the second leg at least a portion of the first leg being substantially parallel to a portion of the second leg; and wherein the looped end lies in a plane defining an angle of about 90 degrees relative to the first leg; and wherein the second leg.', '15. The medical device of claim 14', '16. The medical device of claim 14']"
09381020,20160705,B2,,Pyloric obstruction device,"An obstruction device includes an obstruction disc mounted on a shaft. The disc includes a membrane attached to a peripheral frame. An anchoring member extends from a distal portion of the shaft. The shaft, anchoring member and peripheral frame together have a unitary construction made from a bent slender element.",It will be appreciated by persons skilled in the art that the present invention is not limited by what has been particularly shown and described hereinabove. Rather the scope of the present invention includes both combinations and subcombinations of the features described hereinabove as well as modifications and variations thereof which would occur to a person of skill in the art upon reading the foregoing description and which are not in the prior art.,"['1. An obstruction device comprising: an obstruction disc mounted on a shaft, said disc comprising a membrane attached to a peripheral frame; and an anchoring member extending from a distal portion of said shaft, wherein said shaft is bent at a central bend point to form an arm that extends radially outwards from a central axis and which is then curved circumferentially about the central axis to form said peripheral frame, and wherein said anchoring member has a crescent shape made of a distal curved portion, round corners, and round cusps.', '2. The obstruction device according to claim 1', '3. The obstruction device according to claim 1', '4. The obstruction device according to claim 1', '5. The obstruction device according to claim 1', '6. The obstruction device according to claim 1', '7. The obstruction device according to claim 6', '8. The obstruction device according to claim 7']"
09381034,20160705,B2,,Water jet surgical instrument,"Water jet surgical instruments comprising a feed line for supplying fluid in one flow direction and one exit nozzle for ejecting the fluid in the form of a fine jet displaying a defined geometric opening configuration are known. In order to be able to widen the jet a fluid chamber is providedviewed in the direction of flowupstream of the exit nozzle. A disturbance device is provided in or on the fluid chamber, said disturbance device being able to generate a turbulent flow inside the fluid chamber.",It been shown hereinabove that the embodiments of the invention also relate to a method for changing the form of the exiting fluid jet in a water jet surgical instrument in that a laminar flow present upstream of the ejection nozzle is converted from a laminar flow into a turbulent flow.,"['1. A water jet surgical instrument comprising: a feed line for supplying fluid in one direction of flow; an ejection nozzle for ejecting the fluid in a jet having a defined geometric opening configuration; a fluid chamber provided upstream of the ejection nozzle, viewed in the direction of flow of the fluid; and a disturbance device provided in or on a wall of the fluid chamber and extending only part way across the fluid chamber so as not to contact an opposite wall of the fluid chamber, said disturbance device being able to generate a turbulent flow inside the fluid chamber, wherein a portion of the disturbance device directly connected to the wall moves from a first position to a second position.', '2. A water jet surgical instrument as in claim 1', '3. A water jet surgical instrument as in claim 1', '4. A water jet surgical instrument as in claim 1', '5. A water jet surgical instrument as in claim 1', '6. A water jet surgical instrument as in claim 1', '7. A water jet surgical instrument as in claim 1', '8. A method of changing a form of a fluid exiting a fluid jet of a water jet surgical instrument, said method comprising: providing a laminar flow of fluid in a fluid chamber of the instrument, wherein said fluid chamber is symmetrical and includes a uniform diameter which is larger than that of an upstream feed line and a downstream ejection nozzle, as viewed in the direction of flow of the fluid; and creating a turbulent flow from the laminar flow using a disturbance device positioned in or on a wall of the fluid chamber and upstream of the ejection nozzle, as viewed in the direction of flow of the fluid, the disturbance device extending only part way across the fluid chamber so as not to contact an opposite wall of the fluid chamber, wherein a portion of the disturbance device directly connected to the wall moves from a first position to a second position.', '9. The method of claim 8', '10. The method of claim 8', '11. The method of claim 8', '12. The method of claim 8', '13. The method of claim 8']"
09381048,20160705,B2,,Devices and methods for cervical lateral fixation,"Devices and methods are provided for treatment of the cervical spine. The devices and methods allow for treatment to be delivered from a lateral or posterior-lateral location of a subject, proximate to the cervical region of the spine. One exemplary embodiment of a spinal implant includes an elongate cage member and a plate member appended to a proximal end of the cage member. The plate member can be oriented in a manner such that it is asymmetric with respect to a long axis of the cage member. In another exemplary embodiment, an implant includes a cage member having a distal end that has an asymmetrical, bulleted shape such that the distal end is biased towards a superior or cranial direction. In a third exemplary embodiment, an implant includes a spinal fixation element and at least two mounting eyelets formed thereon. Exemplary methods related to implanting spinal implants from a lateral or posterior-lateral location are also provided.","One skilled in the art will appreciate further features and advantages of the invention based on the above-described embodiments. Accordingly, the invention is not to be limited by what has been particularly shown and described, except as indicated by the appended claims. A person skilled in the art will be able to apply features disclosed in one implant and generally apply those features to other implants as well because many of the features described herein are capable of being mixed and matched across various embodiments. All publications and references cited herein are expressly incorporated herein by reference in their entirety.","['1. A spinal implant, comprising: an elongate cage member having a distal insertion end, a proximal anchoring end, and an external surface extending between the proximal and distal ends that is defined by a superior surface, an inferior surface, an anterior wall, and a posterior wall, the cage member having an interior open space defined by interior surfaces of the distal insertion end, the proximal anchoring end, the anterior wall, and the posterior wall, the open space extending from the superior surface to the inferior surface, a plurality of openings formed in the external surface, and a first long axis which, when viewed from above the superior or inferior surface, extends from the distal insertion end to the proximal anchoring end at a longest dimension therebetween and is disposed between the interior surfaces of the posterior and anterior walls; and a plate member extending from a portion of the cage member that encompasses a portion of the proximal anchoring end and a portion of the anterior wall such that a portion of the plate member located closest to the posterior wall is spaced from the posterior wall, the plate member having a second long axis that is generally perpendicular to the first long axis and having a curve along a short axis thereof, the plate member having a length extending along the second long axis that is greater than a width extending along the short axis, and the plate member being asymmetric with respect to the first long axis such that the short axis of the plate member forms an oblique angle in the range of about 35 degrees to about 80 degrees with respect to the first long axis of the elongate cage member.', '2. The implant of claim 1', '3. The implant of claim 1', '4. The implant of claim 3', '5. The implant of claim 1', '6. The implant of claim 1', '7. The implant of claim 1', '8. The implant of claim 7', '9. The implant of claim 1', '10. The implant of claim 1', '11. The implant of claim 1', '12. A spinal implant, comprising: an elongate cage member having a distal insertion end, a proximal anchoring end, and an external surface extending between the proximal and distal ends that is defined by a superior surface that is generally concave, an inferior surface that is generally convex, an anterior wall, and a posterior wall, the cage member having an interior open space defined by interior surfaces of the distal insertion end, the proximal anchoring end, the anterior wall, and the posterior wall, the open space extending from the superior surface to the inferior surface, a plurality of openings formed in the external surface, and a first long axis which, when viewed from above the superior or inferior surface, extends from the distal insertion end to the proximal anchoring end at a longest dimension therebetween and is disposed between the interior surfaces of the posterior and anterior walls; and a plate member extending from a portion of the cage member that encompasses a portion of the proximal anchoring end and a portion of the anterior wall such that a portion of the plate member located closest to the posterior wall is spaced from the posterior wall, the plate member having a second long axis that is generally perpendicular to the first long axis and having a curve along a short axis thereof, the plate member having a length extending along the second long axis that is greater than a width extending along the short axis, and the plate member being asymmetric with respect to the first long axis such that the short axis of the plate member forms an oblique angle with respect to the first long axis of the elongate cage member, wherein the distal insertion end of the cage member has an asymmetrical, bulleted shape such that a radius of curvature of the inferior surface is greater than a radius of curvature of the superior surface such that the distal insertion end is biased toward a superior direction.', '13. The implant of claim 12', '14. The implant of claim 12', '15. The implant of claim 12', '16. A spinal implant, comprising: an elongate cage member having a distal insertion end, a proximal anchoring end, and an external surface extending between the proximal and distal ends that is defined by a superior surface, an inferior surface, an anterior wall, and a posterior wall, the cage member having an interior open space defined by interior surfaces of the distal insertion end, the proximal anchoring end, the anterior wall, and the posterior wall, the open space extending from the superior surface to the inferior surface, a plurality of openings formed in the external surface, and a first long axis which, when viewed from above the superior or inferior surface, extends from the distal insertion end to the proximal anchoring end at a longest dimension therebetween and is disposed between the interior surfaces of the posterior and anterior walls; and a plate member extending from a portion of the cage member that encompasses a portion of the proximal anchoring end and a portion of the anterior wall such that a portion of the plate member located closest to the posterior wall is spaced from the posterior wall, the plate member having a second long axis that is generally perpendicular to the first long axis and having a curve along a short axis thereof, the plate member having a length extending along the second long axis that is greater than a width extending along the short axis, and the plate member being asymmetric with respect to the first long axis such that the short axis of the plate member forms an oblique angle with respect to the first long axis of the elongate cage member, wherein the anterior wall of the cage member includes a curve that is generally convex, and a radius of the curve of the anterior wall is substantially the same as a radius of the curve of the short axis of the plate member.', '17. The implant of claim 16', '18. The implant of claim 16', '19. The implant of claim 16', '20. The implant of claim 16']"
09381062,20160705,B2,,Electro-mechanical intravascular device,"An occlusion treatment device is disclosed that is configured and dimensioned for the treatment of a lumen that is at least partially blocked by an occlusion. The occlusion treatment device comprises a catheter including a body portion with proximal and distal ends, at least one expandable element that is secured to the body portion of the catheter, and a material removal element that extends distally from the distal end of the body portion including a debriding member in communication with an energy source to facilitate selective energizing of the debriding member. The catheter is axially movable through the lumen, and rotatable within the lumen, such that the material removal element selectively imparts non-mechanical and/or mechanical energy to the occlusion to effect debriding of the occlusion.","Persons skilled in the art will understand that the devices and methods specifically described herein and illustrated in the accompanying drawings are non-limiting, exemplary embodiments. It is envisioned that the elements and features illustrated or described in connection with one exemplary embodiment may be combined with those of another embodiment without departing from the scope of the present disclosure. As well, one skilled in the art will appreciate further features and advantages of the presently disclosed occlusion treatment system based on the above-described embodiments. Accordingly, the present disclosure is not to be limited by what has been particularly shown and described, except as indicated by the appended claims.","['1. An occlusion treatment device configured and dimensioned for treatment of a lumen at least partially blocked by an occlusion, the occlusion treatment device comprising: a catheter including a body portion having proximal and distal ends; at least one expandable element secured to the body portion of the catheter, the at least one expandable element being expandable within the lumen to define a radial dimension; and a material removal element configured to extend distally from the distal end of the body portion and including a flexible debriding member having a free distal end configured and dimensioned to contact the occlusion, wherein a maximum exposed distal portion of the material removal element defines a length less than the radial dimension in order to restrict contact between the flexible debriding member and an inner wall of the lumen, and being in communication with an energy source to facilitate selective energizing of the flexible debriding member, the catheter being dimensioned to be axially movable through the lumen, and rotatable within the lumen, such that the material removal element selectively imparts at least one of a non-mechanical energy and a mechanical energy to the occlusion to effect debriding of the occlusion.', '2. The occlusion treatment device of claim 1', '3. The occlusion treatment device of claim 1', '4. The occlusion treatment device of claim 1', '5. The occlusion treatment device of claim 1', '6. The occlusion treatment device of claim 1', '7. The occlusion treatment device of claim 1', '8. A method of treating a lumen at least partially blocked by an occlusion comprising: positioning an occlusion treatment device within the lumen; advancing the occlusion treatment device through the lumen until a free distal end of a flexible material removal element of the device is positioned adjacent the occlusion; expanding an expandable element of the occlusion treatment device to define a radial dimension; penetrating the occlusion with the free distal end of the material removal element to create an opening; delivering non-mechanical energy to the material removal element; advancing the material removal element distally through the opening; and manipulating the material removal element to impart at least one of a non-mechanical energy and a mechanical energy to the occlusion to effect debriding of the occlusion and enlargement of the opening; wherein the material removal element has a maximum exposed distal portion defining a length less than the radial dimension in order to restrict contact between the material removal element and an inner wall of the lumen.', '9. The method of claim 8', '10. The method of claim 8', '11. The method of claim 8', '12. The method of claim 11', '13. The method of claim 12', '14. The method of claim 13', '15. An occlusion treatment device configured and dimensioned for treatment of a lumen at least partially blocked by an occlusion, the occlusion treatment device comprising: a catheter including a body portion having proximal and distal ends; at least one expandable element secured to the body portion of the catheter, the at least one expandable element being within the lumen to define a radial dimension; and a material removal element configured to extend distally from the distal end of the body portion and including a flexible debriding member, wherein a maximum exposed distal portion of the material removal element defines a length less than the radial dimension in order to restrict contact between the flexible debriding member and an inner wall of the lumen.', '16. The occlusion treatment device of claim 15', '17. The occlusion treatment device of claim 15', '18. The occlusion treatment device of claim 17', '19. The occlusion treatment device of claim 1', '20. The occlusion treatment device of claim 19']"
09381076,20160705,B2,,Surgical articles and methods,"Described are devices, implants, kits, and related methods for treating pelvic conditions such as urinary in incontinence, in a male or a female patient. The invention includes, in one embodiment, a multi-piece implant, including a tissue support piece, extension portion, and one or more self-fixating tips. The device may be employed through a medial incision in the pelvic region of the patient.","According to exemplary methods, the implant can be inserted through a single medial (perineal or vaginal) incision (no external incision is required) and an extension portion of the implant can be attached to supportive tissue within the pelvic region, such as tissue at a region of an obturator foramen, or to tissue (e.g., fascia) that lies between a urethra and tissue of an obturator foramen, or other supportive tissue. According to such methods, a tissue fastener such as a self-fixating tip at a distal end or distal portion of an extension portion can be engaged at a distal end of an insertion tool (e.g. a curved elongate needle). The insertion tool can be used to place the tissue fastener and extension portion through a medial incision (of a male or female patient) and extend the tissue fastener and extension portion in a direction of an obturator foramen, e.g., to tissue of the obturator foramen or to other supportive tissue. Features of the inventive methods, implants, and tools that are described herein can be incorporated into such a technique, such as placement of the urethral sling below a urethra at a tissue of a bulbospongiosus muscle or a corpus spongiosum, approximation of the urethra to improve continence (without the need for compression of the urethra), etc., use of an implant that includes adjustable engagements (and steps of adjusting the implant), use of an adjustment tool. This method avoids the need for lateral incisions at the inner thigh and adjacent to each opposing obturator foramen.","['1. A system for treating urinary incontinence, the system comprising a multi-piece implant comprising a support portion piece and an extension portion piece, and an adjusting tool, wherein the support portion piece comprises a tissue support portion sized and shaped for placement to support a urethra, and the extension portion piece comprises a proximal end, a distal end, an extension portion extending between the proximal end and the distal end, and a tissue fastener, and is adjustably connectable to the support portion piece at an adjusting engagement, and the adjusting tool comprises a surface at a distal end of a shaft capable of engaging the support portion piece, and a holder attached to the shaft and capable of holding the proximal end of the extension portion piece and moving the proximal end by pulling the proximal end relative to the surface, in a proximal direction, while the support portion piece is engaged with the surface.', '2. A system according to claim 1', '3. A system according to claim 1', '4. A system according to claim 1', '5. A system according to claim 1', '6. A system according to claim 1', '7. A system according to claim 1 a second extension portion piece comprises a proximal end, a distal end, a second extension portion extending between the proximal end and the distal end, and a tissue fastener, and is adjustably connectable to the support portion piece at an adjusting engagement, and supportive portions consisting of the tissue support portion, the extension portion, and the second extension portion.', '8. A method of treating urinary incontinence, the method comprising: providing the system according to claim 7 creating a medial incision in the patient, dissecting from the medial incision to tissue below a urethra, placing the support portion piece to contact tissue to support the urethra, placing a distal end of the first extension portion in a tissue path extending toward a first obturator foramen of the patient, and placing a distal end of the second extension portion in a tissue path extending toward a second obturator foramen of the patient.', '9. A system according to claim 7', '10. A system according to claim 9', '11. A method of treating urinary incontinence in a male or a female patient, the method comprising providing the system according to claim 1', '12. A system according to claim 1', '13. A system according to claim 1', '14. A system according to claim 1', '15. A system according to claim 1', '16. A system for treating urinary incontinence, the system comprising an implant and a tool, the implant comprising a support portion, two extension portions, and two self-fixating tips, one self-fixating tip at an end of each extension portion, and at least one guide tube comprising a proximal end and a distal end attached to one of the two self-fixating tips, the distal end being capable of being removed from the one self-fixating tip, the tool comprising a handle and a shaft having a distal end capable of engaging the one self-fixating tip, and an optional release mechanism at the distal end, the optional release mechanism being capable of selectively engaging and releasing the one self-fixating tip,', 'wherein the shaft distal end is capable of being inserted into the proximal end of the at least one guide tube and engaging the guide tube to allow the shaft distal end to be moved distally within the guide tube to become engaged with the at least one self-fixating tip while the guide tube is attached to the one self-fixating tip.', '17. A system according to claim 16', '18. A system according to claim 17']"
09381090,20160705,B2,,Asymmetric tibial components for a knee prosthesis,"An orthopaedic tibial prosthesis includes a tibial baseplate with features designed for use with small-stature knee-replacement patients. The tibial prosthesis may include a shortened tibial keel, tibial keel fins which define a large angle with respect to a longitudinal axis of the keel, and/or tibial keel fins which extend along less than the entire longitudinal extent of the keel.","While this invention has been described as having an exemplary design, the present invention can be further modified within the spirit and scope of this disclosure. This application is therefore intended to cover any variations, uses, or adaptations of the invention using its general principles. Further, this application is intended to cover such departures from the present disclosure as come within known or customary practice in the art to which this invention pertains and which fall within the limits of the appended claims.","['1. A small-stature tibial baseplate, comprising: a tibial plateau comprising: a distal surface sized and shaped to substantially cover a proximal resected surface of a tibia; a proximal surface opposite said distal surface, said proximal surface having a lateral compartment and a medial compartment opposite said lateral compartment, the lateral compartment is asymmetric with respect to the medial compartment about a component anteroposterior axis to define a component asymmetry; and a peripheral wall extending between said distal surface and said proximal surface, wherein a total surface area bounded by said peripheral wall of said tibial plateau is between about 1390 mm a tibial keel extending distally from said distal surface of said tibial plateau to define a longitudinal tibial keel axis; and a medial fin and a lateral fin spanning a junction between said tibial keel and said distal surface, each of said medial fin and said lateral fin comprising a fin edge having a planar portion defining an angle of about 45 degrees with respect to said longitudinal tibial keel axis, said medial fin and said lateral fin cooperating to define a medial/lateral fin extent of about 40 mm.', '2. The small-stature tibial baseplate of claim 1', '3. The small-stature tibial baseplate of claim 1', '4. The small-stature tibial baseplate of claim 3', '5. The small-stature tibial baseplate of claim 1', '6. The small-stature tibial baseplate of claim 5', '7. The small-stature tibia baseplate of claim 1 a first diameter at said junction between said distal surface and said tibial keel; and a second diameter at a distal tip of said tibial keel, said first diameter larger than said second diameter.', '8. The small-stature tibial baseplate of claim 7', '9. The small-stature tibial baseplate of claim 7', '10. The small-stature tibial baseplate of claim 9', '11. The small-stature tibial baseplate of claim 1', '12. The small-stature tibial baseplate of claim 1', '13. The small-stature tibial baseplate of claim 12 said tibial keel comprises a set screw aperture extending from an outer surface of said tibial keel to an inner surface defined by said tapered bore; and said tapered proximal end of said tibial stem extension comprises an annular groove positioned to align with said set screw aperture when said locking taper connection is formed between said tibial stem extension and said tapered bore.', '14. The small-stature tibial baseplate of claim 13', '15. The small-stature tibial baseplate of claim 1', '16. A small-stature tibial baseplate, comprising: a tibial plateau comprising: a distal surface sized and shaped to substantially cover a proximal resected surface of a tibia; a proximal surface opposite said distal surface, said proximal surface having a lateral compartment and a medial compartment opposite said lateral compartment, the lateral compartment is as asymmetric with respect to the medial compartment about a component anteroposterior axis to define a component asymmetry; and a peripheral wall extending between said distal surface and said proximal surface, wherein a total surface area bounded by said peripheral wall of said tibial plateau is between about 1390 mm a tibial keel extending distally from a junction with said distal surface to an opposing distal tip, said tibial keel positioned so as to substantially coincide with an intramedullary canal of the tibia when said distal surface is placed upon the tibia, said tibial keel comprising a first diameter at said junction between said distal surface and said tibial keel and a second diameter at said distal tip of said tibial keel, each of said first diameter and said second diameter equal to or greater than 13 mm, the first diameter greater than the second diameter; and a medial fin and a lateral fin each spanning a portion of said junction between said tibial keel and said tibial plateau, wherein each of said medial fin and said lateral fin comprising a fin edge having a planar portion defining an angle of about 45 degrees with respect to a longitudinal tibial keel axis, said medial fin mating with said distal surface at said medial compartment, said lateral fin mating with said distal surface at said lateral compartment, wherein said medial and lateral fins cooperate to define a medial/lateral fin extent of about 40 mm.', '17. The small-stature tibial baseplate of claim 16', '18. The small-stature tibial baseplate of claim 17', '19. The small-stature tibial baseplate of claim 16', '20. The small-stature tibial baseplate of claim 19', '21. The small-stature tibial baseplate of claim 20', '22. The small-stature tibial baseplate of claim 21', '23. The small-stature tibial baseplate of claim 16', '24. The small-stature tibial baseplate of claim 16', '25. The small-stature tibial baseplate of claim 16', '26. The small-stature tibial baseplate of claim 25']"
09381104,20160705,B2,,System and method for delivering and deploying an occluding device within a vessel,"A system and method for deploying an occluding device that can be used to remodel an aneurysm within the vessel by, for example, neck reconstruction or balloon remodeling. The system comprises an introducer sheath and an assembly for carrying the occluding device. The assembly includes an elongated flexible member having an occluding device retaining member for receiving a first end of the occluding device, a proximally positioned retaining member for engaging a second end of the occluding device and a support surrounding a portion of the elongated flexible member over which the occluding device can be positioned.","The apparatus and methods discussed herein are not limited to the deployment and use within the vascular system but may include any number of further treatment applications. Other treatment sites may include areas or regions of the body such as organ bodies. Modification of each of the above-described apparatus and methods for carrying out the invention, and variations of aspects of the invention that are obvious to those of skill in the art are intended to be within the scope of the claims. Furthermore, no element, component or method step is intended to be dedicated to the public regardless of whether the element, component or method step is explicitly recited in the claims.","['1. A system for delivering a self-expanding device, said system comprising: a self-expanding device; an introducer sheath; and an assembly comprising: an elongate flexible member; a retaining member configured to receive an entire circumference of a first end of the self-expanding device into a proximalmost opening of, and concentrically within, an interior portion of the retaining member, the retaining member being sized for placement within the sheath; a proximally positioned member positioned proximally of a second end of the self-expanding device and configured to inhibit proximal movement of the self-expanding device along the flexible member when the self-expanding device is carried by said assembly and positioned against said proximally positioned member, the proximally positioned member comprising a first coil; and a second coil surrounding a portion of said elongate flexible member between the proximally positioned member and the retaining member such that the second coil underlies the self-expanding device when the assembly carries the self-expanding device.', '2. The system of claim 1', '3. The system of claim 1', '4. The system of claim 3', '5. The system of claim 1', '6. The system of claim 1', '7. The system of claim 1', '8. The system of claim 1', '9. The system of claim 1', '10. The system of claim 1', '11. The system of claim 1', '12. The system of claim 1', '13. The system of claim 1', '14. The system of claim 1', '15. The system of claim 1', '16. The system of claim 1', '17. A system for delivering a self-expanding device, said system comprising: a sheath; a self-expanding device positioned within the sheath; an elongate flexible member extending through the self-expanding device within the sheath; a retaining member comprising an interior portion surrounding the elongate flexible member, an entire circumference of a first end of the self-expanding device being positioned concentrically within the interior portion and extending proximally through a proximalmost opening of the interior portion; a proximally positioned member, comprising a first coil, positioned proximally of and contacting a second end of the self-expanding device, the proximally positioned member inhibiting proximal movement of the self-expanding device along the flexible member; and a second coil that (i) surrounds a portion of said elongate flexible member between the proximally positioned member and the retaining member and (ii) is positioned between the self-expanding device and the elongate flexible member.', '18. The system of claim 17', '19. The system of claim 17', '20. The system of claim 17']"
09381118,20160705,B1,,"Eye, face, and head wear","Eye, face, and head wear is disclosed. The eye, face, or head wear may include a frame. A lens or a shield may be associated with the frame. At least one semipermeable membrane vent may be disposed in the frame, the lens, or the shield. At least one sliding air intake vent may be included in a bottom of the frame. The frame may include a frame assembly including a sub-frame and a member over-molded onto the sub-frame. The member over-molded onto the sub-frame may also be over-molded onto an edge of the lens or the shield. An inflatable face seal or an inflatable nose seal may be coupled to the frame. The frame may further include a perforated forehead section and a semipermeable membrane vent disposed therein. A strap may be included, as well as at least one strap spool assembly for adjusting the strap.","In places where the description above refers to particular implementations of eye, face, and head wear, it should be readily apparent that a number of modifications may be made without departing from the spirit thereof. The presently disclosed aspects and implementations are, therefore, to be considered in all respects as illustrative and not restrictive.","['1. One of eye, face, and head wear comprising: a frame assembly comprising: a sub-frame formed of at least one of Acrylonitrile-Butadiene-Styrene (ABS) material and polycarbonate material (PC); and a member over-molded onto the sub-frame; a lens coupled to the frame member over-molded onto the sub-frame; and at least one semipermeable membrane vent disposed in at least one of the frame assembly and the lens, the at least one semipermeable membrane vent formed of expanded polytetrafluoroethlene; a strap coupled to the sub-frame; and at least one strap spool assembly for adjusting the strap, the at least one strap spool assembly coupled to the strap and the sub-frame and comprising a spool, strap winding members, a ratchet stop, a thumb wheel, a strap tension release, and a locking spring.', '2. The eye, face, and head wear of claim 1', '3. The eye, face, and head wear of claim 1', '4. The eye, face, and head wear of claim 1', '5. The eye, face, and head wear of claim 1', '6. The eye, face, and head wear of claim 1', '7. The eye, face, and head wear of claim 6', '8. The eye, face, and head wear of claim 1', '9. The eye, face, and head wear of claim 1']"
09381133,20160705,B2,,Automatic patting mechanism,"A patting mechanism includes a support base for support a user, a driving device mounted to the support base and having a pushing unit, and a patting device having a rod pivotally connected with the support base, a patting member fixedly connected with the rod, and an elastic member connected between the support base and the rod. Thus, the rod is pushed to a preloaded position when the pushing unit is activated, and the rod is pulled by the elastic member to a patting position when the pushing unit is stopped working, such that the patting member is driven by the rod to pat on the user's back muscle repeatedly to relieve muscle soreness or help the user spit out phlegm.","The invention being thus described, it will be obvious that the same may be varied in many ways. Such variations are not to be regarded as a departure from the spirit and scope of the invention, and all such modifications as would be obvious to one skilled in the art are intended to be included within the scope of the following claims.","['1. An automatic patting mechanism comprising: a support base for supporting a user; a driving device mounted to the support base and having a power supply and a pushing unit electrically connected with the power supply; and a patting device including a patting member, a rod abutted against the pushing unit and having one end fixedly connected with the patting member and the other end pivotally connected with the support base such that the rod is pushed by the pushing unit to be pivotable relative to the support base between a patting position and a preloaded position, and an elastic member connected between the support base and the rod for pulling the rod from the preloaded position to the patting position, wherein the support base includes a seat frame and a seat cushion disposed on the seat frame; the power supply is mounted to the seat frame and located under the seat cushion, and the rod has a bottom end pivotally connected with the seat frame and a top end extending over the seat cushion and fixedly connected with the patting member, and the elastic member is connected between the seat frame and the rod.', '2. The automatic patting mechanism as claimed in claim 1', '3. The automatic patting mechanism as claimed in claim 1', '4. The automatic patting mechanism as claimed in claim 1', '5. The automatic patting mechanism as claimed in claim 4', '6. The automatic patting mechanism as claimed in claim 5', '7. The automatic patting mechanism as claimed in claim 2', '8. The automatic patting mechanism as claimed in claim 7', '9. The automatic patting mechanism as claimed in claim 2', '10. The automatic patting mechanism as claimed in claim 1']"
